title;budget;genres;original_language;release_date;revenue;runtime;vote_average;vote_count
Casper Meets Wendy;0;Family | Comedy | Adventure;en;1998-09-08;0;90;5.4;83
Celebrity;0;Drama | Comedy;en;1998-09-07;0;113;6.0;113
Autumn Tale;0;Drama | Romance;fr;1998-09-07;0;112;7.0;12
Lulu on the Bridge;0;Drama | Mystery | Romance | Thriller;en;1998-09-06;0;103;5.8;5
Sometimes They Come Back... for More;0;Horror;en;1998-09-06;0;89;3.6;15
New Rose Hotel;0;Drama | Science Fiction | Mystery;en;1998-09-05;0;93;5.0;24
Spriggan;0;Action | Animation | Science Fiction;ja;1998-09-05;0;90;6.0;17
Marilyn in Manhattan;0;;en;1998-09-05;0;46;6.5;1
Behind the Planet of the Apes;0;Documentary | Science Fiction;en;1998-09-05;0;127;7.0;13
Knock Off;33000000;Action | Adventure | Thriller;en;1998-09-04;0;91;4.7;65
Dancing at Lughnasa;0;Drama;en;1998-09-04;0;96;6.0;10
Lovers of the Arctic Circle;0;Drama | Mystery | Romance;es;1998-09-04;0;112;7.1;54
Hooligan;0;;hi;1998-09-04;0;129;7.2;5
Alaska - Spirit of the Wild;0;Documentary;en;1998-09-03;0;40;5.3;3
Orphans;0;Comedy | Drama;en;1998-09-03;49501;101;6.8;7
Beefcake;0;Drama | History | Documentary;en;1998-09-01;0;97;4.6;10
Day of the Full Moon;0;Drama;ru;1998-08-29;0;93;5.0;3
54;13000000;Music | Drama;en;1998-08-28;16757163;106;5.5;138
I Married a Strange Person!;250;Drama | Comedy | Animation;en;1998-08-28;203;72;7.5;12
Webmaster;0;Science Fiction;en;1998-08-28;0;97;5.0;9
Brink!;0;Drama;en;1998-08-28;0;99;6.2;23
Das merkwürdige Verhalten geschlechtsreifer Großstädter zur Paarungszeit;0;Comedy;de;1998-08-27;0;89;6.3;7
Siberia;0;Drama | Crime | Romance | Foreign;nl;1998-08-27;0;91;5.5;4
For Sale;0;Romance | Drama | Mystery;fr;1998-08-26;0;100;5.5;3
Ground Control;500000;Action | Adventure | Drama | Thriller;en;1998-08-26;0;98;5.6;18
A Life Apart - Hasidism in America;0;Documentary | Family;en;1998-08-25;0;96;4.3;2
Only Clouds Move the Stars;0;Family | Drama;no;1998-08-24;0;98;7.8;4
The Baby Dance;0;;en;1998-08-23;0;95;5.5;2
This Is Not an Exit - The Fictional World of Bret Easton Ellis;0;Documentary;en;1998-08-23;869;80;1.8;2
Dil Se..;5200000;Drama | Romance;hi;1998-08-22;13000000;163;6.7;29
Blade;45000000;Horror | Action;en;1998-08-21;131183530;120;6.5;1950
Dance with Me;0;Drama | Music | Romance;en;1998-08-21;15;126;5.6;24
Dead Man on Campus;0;Comedy;en;1998-08-21;0;96;5.6;49
Wrongfully Accused;0;Action | Adventure | Comedy;en;1998-08-21;0;87;5.7;91
Next Stop Wonderland;0;Comedy | Drama | Romance;en;1998-08-21;0;96;6.0;21
All I Wanna Do;0;Comedy;en;1998-08-21;0;97;6.4;23
Letters From a Killer;0;Drama | Mystery | Thriller;en;1998-08-21;0;100;5.0;22
Carnival of Souls;2000000;Horror | Thriller;en;1998-08-21;0;90;3.4;9
Money Play$;0;Action | Drama | Thriller;en;1998-08-21;0;92;5.0;2
Run Lola Run;1530000;Action | Drama | Thriller;de;1998-08-20;7267585;81;7.2;672
Break Up;0;Thriller | Romance;en;1998-08-20;0;100;3.8;9
Airspeed;0;Adventure | Action;en;1998-08-18;0;98;3.3;3
Safe Men;0;Comedy | Crime;en;1998-08-17;0;88;6.3;17
Get Real;0;Drama | Romance;en;1998-08-16;0;108;6.6;45
Men in White;0;Science Fiction | Comedy;en;1998-08-16;0;83;2.5;2
Air Bud - Golden Receiver;0;Comedy | Family;en;1998-08-14;10224116;90;4.6;41
How Stella Got Her Groove Back;20000000;Comedy | Drama | Romance;en;1998-08-14;37672350;124;6.0;24
Slums of Beverly Hills;5000000;Comedy | Drama;en;1998-08-14;0;91;6.5;45
Frogs for Snakes;0;Thriller | Comedy | Crime;en;1998-08-14;0;108;0.0;0
Welcome to Woop Woop;0;Music | Comedy | Fantasy | Adventure;en;1998-08-13;0;106;6.4;7
Head On;0;Drama;en;1998-08-13;378667;104;5.8;18
Megacities;0;Documentary;en;1998-08-12;0;94;7.0;3
The Adopted Son;0;Drama;ky;1998-08-11;0;81;4.0;2
Return to Paradise;0;Drama | Thriller | Romance;en;1998-08-10;0;109;6.5;40
Titanic Town;0;Drama;en;1998-08-08;0;100;0.0;0
Snake Eyes;73000000;Crime | Mystery;en;1998-08-07;103891409;98;5.8;331
First Love, Last Rites;300000;Drama;en;1998-08-07;40542;94;3.0;1
Telling You;0;Drama | Comedy | Romance;en;1998-08-07;0;94;1.5;2
Sombre;0;Drama | Horror;fr;1998-08-06;0;112;8.0;9
Halloween - H20;17000000;Horror | Thriller;en;1998-08-05;55041738;86;5.7;306
The Swan Princess - The Mystery of the Enchanted Kingdom;0;Fantasy | Animation | Family;en;1998-08-04;0;71;5.7;88
The Naked Man;0;Comedy | Thriller;en;1998-08-02;0;98;6.0;3
Cabaret Balkan;0;Drama;sr;1998-08-01;0;102;7.3;4
Bedrooms and Hallways;0;Comedy | Drama | Romance;en;1998-08-01;0;96;5.9;11
Divorce Iranian Style;0;Documentary;en;1998-08-01;0;80;7.8;4
Martian Successor Nadesico - The Motion Picture - Prince of Darkness;0;;ja;1998-08-01;0;87;8.0;1
The Governess;0;Drama | Romance;en;1998-07-31;0;115;6.8;8
Ever After - A Cinderella Story;26000000;Drama | Romance | Comedy;en;1998-07-31;65705772;121;6.8;408
Phantasm IV - Oblivion;650000;Horror | Science Fiction;en;1998-07-31;0;90;4.9;48
Going to Kansas City;0;Drama | Romance;en;1998-07-31;0;97;5.0;2
The Negotiator;50000000;Action | Adventure | Crime | Drama | Mystery | Thriller;en;1998-07-29;44547681;140;6.8;593
The Danube Exodus;0;Documentary;en;1998-07-29;0;60;10.0;1
The Parent Trap;0;Comedy | Drama | Family;en;1998-07-28;0;127;6.8;768
42 Up;0;Documentary | Foreign;en;1998-07-28;0;139;6.6;9
Diamond Girl;0;TV Movie | Drama | Romance;en;1998-07-25;0;91;3.3;4
Poodle Springs;0;Mystery | Crime;en;1998-07-25;0;92;6.4;4
Disturbing Behavior;15000000;Mystery | Horror | Science Fiction;en;1998-07-24;17507368;84;5.5;104
Saving Private Ryan;70000000;Drama | History | War;en;1998-07-24;481840909;169;7.9;5148
Basil;0;Drama | Foreign | Romance;en;1998-07-22;0;113;5.4;7
Babylon 5 - Thirdspace;0;Action | Drama | Science Fiction | Adventure;en;1998-07-19;0;94;6.4;39
A Change of Heart;0;Drama;en;1998-07-19;0;102;0.0;0
Bone Daddy;0;Thriller | Crime | Horror;en;1998-07-19;0;90;3.0;2
Pokémon - The First Movie - Mewtwo Strikes Back;30000000;Animation;ja;1998-07-18;163644662;75;6.7;336
The Mask of Zorro;95000000;Action | Adventure;en;1998-07-16;250288523;136;6.3;1211
Blues Harp;0;;ja;1998-07-15;0;107;6.7;3
Urban Ghost Story;0;Mystery | Thriller;en;1998-07-13;0;82;4.0;2
Lethal Weapon 4;140000000;Action | Adventure | Comedy | Crime | Thriller;en;1998-07-10;285444603;127;6.3;782
Madeline;0;Comedy | Drama | Family;en;1998-07-10;0;89;5.1;46
Small Soldiers;40000000;Comedy | Adventure | Fantasy | Science Fiction | Action;en;1998-07-10;54682547;110;6.2;522
Pi;60000;Mystery | Drama | Thriller;en;1998-07-10;3221152;84;7.1;600
Whatever;0;Drama;en;1998-07-10;0;112;8.3;2
Dulhe Raja;0;Drama | Comedy | Romance | Foreign;hi;1998-07-10;0;155;6.2;8
23;0;Drama | Thriller;de;1998-07-02;0;99;7.1;55
Dibu 2 - La venganza de Nasty;0;Comedy | Animation;es;1998-07-02;0;86;0.0;0
Armageddon;140000000;Action | Thriller | Science Fiction | Adventure;en;1998-07-01;553799566;151;6.5;2540
A True Mob Story;0;Foreign;cn;1998-07-01;0;112;7.0;3
When Trumpets Fade;0;Drama | War;en;1998-06-27;0;95;6.2;25
Out of Sight;48000000;Romance | Comedy | Crime;en;1998-06-26;77745568;123;6.5;338
Croupier;0;Drama | Thriller;en;1998-06-25;0;94;6.7;80
Doctor Dolittle;71000000;Comedy | Family | Fantasy;en;1998-06-22;294456605;85;5.4;705
Hard;0;Thriller;en;1998-06-22;264;102;5.5;2
Children of the Corn V - Fields of Terror;0;Horror | Thriller;en;1998-06-21;0;83;3.8;32
Postmortem;0;Thriller;en;1998-06-20;0;105;5.5;5
Marie from the Bay of Angels;0;Drama | Romance;en;1998-06-19;0;90;4.0;3
The X Files;66000000;Mystery | Science Fiction | Thriller;en;1998-06-19;189198313;121;6.6;494
The Inheritors;0;Drama | Foreign;de;1998-06-19;0;95;6.6;7
Ghulam;0;Crime | Drama | Romance | Foreign;en;1998-06-19;0;162;6.1;17
Mulan;90000000;Animation | Family | Adventure;en;1998-06-18;304320254;88;7.6;2089
Six Days Seven Nights;70000000;Action | Adventure | Comedy | Romance;en;1998-06-12;164000000;98;5.6;343
Cousin Bette;0;Comedy | Drama | Romance;en;1998-06-12;0;108;5.9;10
High Art;0;Drama | Romance;en;1998-06-12;1929168;101;6.3;32
Dirty Work;0;Comedy;en;1998-06-12;0;82;6.5;66
Stiff Upper Lips;0;Comedy;en;1998-06-12;0;99;10.0;1
Somewhere in the City;0;Comedy | Drama;en;1998-06-11;0;94;0.0;0
Blackjack;0;Action | Thriller;en;1998-06-11;0;108;4.3;15
Bio Zombie;0;Horror | Comedy | Foreign;cn;1998-06-11;0;94;6.0;15
Party Monster - The Shockumentary;0;Documentary;en;1998-06-11;0;57;6.4;10
The Bird People in China;0;Adventure | Drama;ja;1998-06-10;0;118;7.0;26
Southie;0;Drama | Action | Thriller;en;1998-06-10;0;95;4.7;3
A Perfect Murder;60000000;Crime | Thriller | Drama;en;1998-06-05;128038368;107;6.3;320
Dad Savage;3500000;Crime | Thriller;en;1998-06-05;0;104;6.4;6
The Truman Show;60000000;Comedy | Drama;en;1998-06-04;264118201;103;7.8;4702
Free Enterprise;0;Comedy | Romance;en;1998-06-04;0;113;5.8;10
Black Cat, White Cat;0;Comedy | Romance;sr;1998-06-01;0;127;7.7;160
Barking at the Stars;0;Action | Comedy | Romance | Science Fiction | Thriller;sr;1998-06-01;0;95;7.0;6
VeggieTales - Madame Blueberry;0;;en;1998-06-01;0;37;4.3;3
Whispering Corridors;600000;Horror;ko;1998-05-30;0;105;5.8;26
The Last Days of Disco;8000000;Comedy | Drama | Romance;en;1998-05-29;0;113;6.8;50
Almost Heroes;0;Action | Adventure | Comedy | Western;en;1998-05-29;0;90;5.5;57
Hope Floats;0;Drama | Romance;en;1998-05-29;0;114;5.8;82
Yellow;0;;en;1998-05-29;0;90;0.0;0
Anna Magdalena;0;Comedy | Music | Romance;cn;1998-05-28;0;97;7.5;2
Beck 06 - Monstret;0;Crime;sv;1998-05-28;0;90;5.0;5
I Got the Hook Up;0;Action | Comedy;en;1998-05-27;0;93;5.4;8
Sitcom;0;Comedy | Drama | Thriller;fr;1998-05-27;0;80;6.4;27
The Wounds;10000;War | Drama | Comedy | Crime;sr;1998-05-27;150000;103;7.2;16
Nô;0;Drama | Foreign;en;1998-05-26;0;85;7.0;1
Curse of the Puppet Master;0;Horror;pt;1998-05-26;0;90;3.6;20
Nick Fury - Agent of S.H.I.E.L.D.;0;Science Fiction | Action;en;1998-05-26;0;120;3.4;12
The Chosen One - Legend of the Raven;0;Action | Thriller;en;1998-05-26;0;88;7.0;2
Fear and Loathing in Las Vegas;18500000;Adventure | Drama | Comedy;en;1998-05-22;10680275;118;7.2;1321
The Opposite of Sex;5000000;Comedy | Drama;en;1998-05-22;5879254;105;5.9;56
Illuminata;0;Drama;en;1998-05-21;0;119;6.3;7
Of Freaks and Men;0;Comedy | Drama;ru;1998-05-20;0;93;5.9;14
Khrustalyov, My Car!;0;;ru;1998-05-20;0;137;5.3;8
The Brave Little Toaster Goes to Mars;0;Animation | Family;en;1998-05-19;0;73;5.8;12
Provocateur;0;Thriller | Action | Drama;en;1998-05-19;0;103;3.0;1
Tainted;0;Thriller | Comedy;en;1998-05-18;0;108;5.5;2
The Impostors;0;Comedy;en;1998-05-18;2197921;101;6.0;18
Dr. Akagi;0;Comedy | Drama | Foreign | History;ja;1998-05-17;0;128;7.2;6
I Stand Alone;0;Drama | Thriller;fr;1998-05-16;0;93;7.5;99
The Red Dwarf;0;Drama | Comedy;en;1998-05-16;0;100;5.5;3
Jeff Foxworthy - Totally Committed;0;Comedy;en;1998-05-16;0;56;0.0;0
Quest for Camelot;40000000;Fantasy | Animation | Drama | Romance | Family;en;1998-05-15;38172500;86;6.9;193
Bulworth;30000000;Comedy | Drama;en;1998-05-15;29202884;108;6.3;66
My Name Is Joe;0;Drama | Romance;en;1998-05-15;0;105;7.1;29
Those Who Love Me Can Take the Train;0;Romance | Drama;fr;1998-05-15;0;122;4.5;3
The Horse Whisperer;60000000;Drama | Romance;en;1998-05-14;186883563;170;6.7;296
Edge of Seventeen;1500000;Comedy | Drama | Romance;en;1998-05-14;870751;99;5.7;29
La Cucaracha;0;Drama | Thriller;en;1998-05-14;0;97;3.8;3
The Rose Seller;0;Drama;es;1998-05-13;0;116;6.5;9
Deep Impact;75000000;Action | Drama | Romance;en;1998-05-08;140464664;120;5.9;870
Woo;13000000;Comedy | Romance;en;1998-05-08;8026971;84;5.5;10
The Very Thought of You;0;Comedy | Romance;en;1998-05-08;0;88;5.0;11
Duplicate;0;Action | Comedy;hi;1998-05-08;0;166;5.6;16
The Boys;0;Drama;en;1998-05-07;0;86;6.8;3
He Got Game;25000000;Drama;en;1998-05-01;21567853;136;6.7;140
Black Dog;0;Action | Adventure | Thriller;en;1998-05-01;0;88;5.2;45
Dancer, Texas Pop. 81;0;Comedy | Drama | Family;en;1998-05-01;565592;97;10.0;1
The General;0;Drama | Action | Crime;en;1998-05-01;1214198;124;6.5;24
Goodbye Lover;20000000;Thriller | Comedy | Crime | Mystery;en;1998-05-01;0;102;5.8;11
Photographer;0;TV Movie | History | Documentary | War;pl;1998-05-01;0;52;0.0;0
Little Tony;0;Comedy | Drama;nl;1998-04-30;0;95;7.3;3
The Idiots;2500000;Drama | Comedy;da;1998-04-28;7235;117;6.7;107
Body Count;0;Action | Thriller;en;1998-04-28;0;85;6.8;4
Don Juan;0;Comedy | Romance;es;1998-04-28;0;104;5.9;4
Merlin;0;Adventure | Drama | Fantasy;en;1998-04-26;0;182;6.0;47
Painted Lady;0;Drama | Crime | Mystery | Foreign;en;1998-04-26;0;204;4.0;2
The Quiet Family;0;Horror | Comedy;ko;1998-04-25;0;98;7.2;37
Music from Another Room;0;Comedy | Drama | Romance;en;1998-04-24;0;104;5.7;14
The Big Hit;13000000;Action | Adventure | Comedy | Thriller;en;1998-04-24;27007143;91;6.1;112
Tarzan and the Lost City;0;Action | Adventure;en;1998-04-24;0;83;3.3;10
Sliding Doors;6000000;Comedy | Drama | Fantasy | Romance;en;1998-04-23;58000000;99;6.6;363
Dallas - War of The Ewings;0;Drama;en;1998-04-23;0;120;4.9;4
Jeanne and the Perfect Guy;0;Drama;fr;1998-04-22;13936;93;4.5;3
Very Private Lesson;0;Comedy | Animation;ja;1998-04-21;0;40;0.0;0
Some Girl;0;Comedy | Drama;en;1998-04-19;0;94;5.0;4
Brave New World;0;Science Fiction | TV Movie;en;1998-04-19;0;87;6.5;13
The Tale of Sweeney Todd;0;Drama | Horror | Mystery | Thriller;en;1998-04-19;0;92;5.5;4
Detective Conan - The Fourteenth Target;0;Crime | Thriller;ja;1998-04-19;0;99;7.5;30
Broken Vessels;0;Drama;en;1998-04-18;0;90;6.0;2
Restaurant;0;Drama;en;1998-04-18;0;107;0.0;0
Paulie;0;Comedy | Family;en;1998-04-17;0;91;6.0;83
The Object of My Affection;15000000;Comedy | Drama | Romance;en;1998-04-17;46905889;111;5.6;75
Major League - Back to the Minors;0;Comedy;en;1998-04-17;3572443;107;4.3;20
Like It Is;0;Drama | Romance;en;1998-04-17;0;90;5.5;11
David Spade - Take the Hit;0;Comedy;en;1998-04-17;0;56;0.0;0
The Lighthouse;0;Drama | Foreign;en;1998-04-16;0;109;4.0;2
The Dinner Game;12500000;Comedy;fr;1998-04-15;78599508;80;7.7;408
The Day Lincoln Was Shot;0;Drama | History;en;1998-04-12;0;95;6.0;1
Sada;0;Drama | Foreign;ja;1998-04-11;0;132;7.0;2
3 Ninjas - High Noon at Mega Mountain;0;Action | Comedy | Family;en;1998-04-10;0;93;3.9;38
City of Angels;55000000;Drama | Fantasy | Romance;en;1998-04-10;198685114;114;6.5;537
My Giant;0;Comedy | Drama | Family;en;1998-04-10;7985929;103;5.1;33
Species II;35000000;Science Fiction | Action | Horror;en;1998-04-10;19165560;93;4.5;161
I Think I Do;0;Comedy | Romance;en;1998-04-10;344;90;4.7;8
The Odd Couple II;0;Adventure | Comedy;en;1998-04-09;0;97;6.1;28
The Players Club;0;Drama;en;1998-04-08;0;104;6.2;15
Overnight Delivery;12000000;Comedy | Romance;en;1998-04-07;0;87;5.8;24
The Power of Kangwon Province;0;Drama | Romance | Foreign;ko;1998-04-04;0;110;8.2;6
Lost in Space;80000000;Adventure | Family | Science Fiction;en;1998-04-03;136159423;130;5.0;395
Mercury Rising;60000000;Action | Crime | Drama | Thriller;en;1998-04-03;0;111;6.0;374
Contract Killer;0;Action | Comedy;en;1998-04-03;0;103;6.2;30
The Sleep Room;0;Drama;en;1998-03-31;0;183;7.0;1
Left Luggage;0;Drama;en;1998-03-30;100544;100;6.9;10
Safety Patrol;0;;en;1998-03-29;0;96;6.0;2
Goshogaoka;0;;en;1998-03-28;0;63;0.0;0
No Looking Back;0;Drama | Comedy | Romance;en;1998-03-27;0;96;5.8;4
Storefront Hitchcock;0;Documentary;en;1998-03-27;0;77;7.0;1
Meet the Deedles;24000000;Animation | Comedy | Family;en;1998-03-27;4562146;93;4.1;19
Aprile;0;Comedy;en;1998-03-27;0;78;7.0;22
Beck 04 - Öga för öga;0;Crime;sv;1998-03-27;0;90;6.3;6
Pyaar Kiya To Darna Kya;0;Comedy | Drama | Foreign | Romance;en;1998-03-27;0;162;6.3;10
The Newton Boys;27000000;Crime | Action | Drama;en;1998-03-26;76000000;113;5.9;44
A Price Above Rubies;0;Drama | Romance;en;1998-03-26;1081957;117;5.9;6
The Polish Bride;0;Drama | Romance | Foreign;nl;1998-03-26;0;89;6.8;4
Tsirk Sgorel, i Klouny Razbezhalis;0;Drama;en;1998-03-23;0;114;3.5;2
Always Outnumbered;0;Drama | TV Movie;en;1998-03-21;0;104;7.2;5
Wild Things;20000000;Thriller;en;1998-03-20;67200000;108;6.3;454
Primary Colors;65000000;Comedy | Drama;en;1998-03-20;0;143;6.1;97
Wide Awake;6000000;Comedy | Drama | Family;en;1998-03-20;0;88;5.2;12
Demons of War;0;Drama | War;en;1998-03-20;0;93;6.5;2
A Little Bit of Soul;0;;en;1998-03-19;0;84;5.0;2
Tale of the Mummy;0;Adventure | Fantasy | Horror | Science Fiction;en;1998-03-19;0;88;3.8;22
Secret Defense;0;Crime | Drama;en;1998-03-18;0;170;7.4;5
FernGully 2 - The Magical Rescue;0;Animation | Family;en;1998-03-17;0;72;4.8;12
April Story;0;Romance;ja;1998-03-14;0;67;7.1;14
Chairman of the Board;0;Comedy;en;1998-03-13;0;95;2.7;13
The Personals;0;Drama | Comedy | Romance | Foreign;zh;1998-03-13;0;96;7.5;2
Torrente, the Dumb Arm of the Law;0;Comedy | Crime;es;1998-03-13;0;97;6.2;52
The Man in the Iron Mask;0;Action | Adventure | Drama;en;1998-03-12;0;132;6.3;1052
The Big Lebowski;15000000;Comedy | Crime;en;1998-03-06;46189568;117;7.8;3001
Men with Guns;0;Drama | Crime;en;1998-03-06;0;89;0.0;0
U.S. Marshals;60000000;Thriller | Crime | Action;en;1998-03-06;102367405;131;6.2;383
Gunshy;0;Action | Crime | Thriller;en;1998-03-06;0;100;5.0;2
A Civil Action;70000000;Drama;pt;1998-03-05;56702901;115;6.1;113
Lock, Stock and Two Smoking Barrels;1350000;Comedy | Crime;en;1998-03-05;3897569;105;7.5;1671
A Paralyzing Fear - The Story of Polio in America;0;Documentary;en;1998-03-04;0;90;0.0;0
The Con;0;Romance | Comedy | Crime | Drama;en;1998-03-04;0;92;5.0;3
Mumia Abu-Jamal - A Case for Reasonable Doubt?;0;Documentary;en;1998-03-01;0;74;0.0;0
The Shoe;0;Comedy | Drama;lv;1998-03-01;0;83;5.0;1
The Pentagon Wars;0;Comedy | Drama | War;en;1998-02-28;0;104;6.8;12
Caught Up;0;Drama | Thriller | Crime;en;1998-02-27;0;97;4.3;4
Dark City;27000000;Mystery | Science Fiction;en;1998-02-27;27200316;100;7.2;838
Kissing a Fool;0;Comedy | Romance;en;1998-02-27;0;93;5.9;16
Glasblåsarns barn;0;;sv;1998-02-27;0;110;6.0;3
Ernest In The Army;0;Comedy | Family;en;1998-02-24;0;85;3.3;7
Palmetto;0;Mystery | Thriller | Drama | Romance | Crime;en;1998-02-20;0;114;5.7;29
Leather Jacket Love Story;67000;Drama | Comedy | Romance;en;1998-02-20;0;85;9.0;2
An Alan Smithee Film - Burn, Hollywood, Burn;10000000;Comedy;en;1998-02-20;45779;86;3.0;9
Dangerous Beauty;0;Drama | Romance;en;1998-02-20;0;111;6.9;59
A Place Called Chiapas;891000;Documentary;en;1998-02-20;229000;89;6.9;5
The Naked Eye;0;;en;1998-02-20;0;104;6.0;2
Xiu Xiu - The Sent-Down Girl;0;Drama | Foreign;zh;1998-02-19;0;99;7.3;7
The Wedding Singer;18000000;Romance | Comedy;en;1998-02-13;123306987;95;6.5;603
Sphere;75000000;Science Fiction;en;1998-02-13;13100000;134;5.8;483
Ayn Rand - A Sense of Life;0;Documentary;en;1998-02-13;0;145;7.2;3
Resurrection Man;0;Thriller | Crime | Drama;en;1998-02-13;0;102;7.0;2
Tango;0;Drama | Foreign | Romance;es;1998-02-12;0;115;6.8;6
The Visitors II - The Corridors of Time;0;Comedy | Fantasy;fr;1998-02-11;0;118;5.8;228
Kuningasjätkä;0;;en;1998-02-09;0;81;5.8;5
The Replacement Killers;30000000;Action | Drama | Crime | Thriller;en;1998-02-06;19204929;87;6.0;128
Billboard Dad;0;Comedy | Family | Romance;en;1998-02-06;0;87;5.4;28
On Our Own;0;Comedy | Drama;da;1998-02-06;0;75;9.5;1
Blues Brothers 2000;28000000;Music | Action | Comedy | Crime;en;1998-02-05;14051384;123;5.2;166
Inside The X-Files;0;Documentary;en;1998-02-01;0;45;6.0;1
Ringu;1200000;Horror | Thriller;ja;1998-01-31;8690429;96;6.9;310
Gia;0;Drama | Romance;en;1998-01-31;0;120;6.7;156
Rasen;2900000;Horror;ja;1998-01-31;0;97;5.3;24
Ingmar Bergman on Life and Work;0;Documentary;en;1998-01-31;0;90;0.0;0
Desperate Measures;50000000;Action | Drama | Thriller;en;1998-01-30;0;100;5.9;60
Deep Rising;45000000;Adventure | Action | Horror | Science Fiction;en;1998-01-30;11203026;106;6.0;155
Zero Effect;5000000;Comedy | Crime | Mystery | Thriller;en;1998-01-30;1980338;116;6.0;56
Hamilton;0;Action | Thriller;sv;1998-01-30;0;122;6.0;16
A Cool, Dry Place;0;Drama | Romance;en;1998-01-29;0;97;5.6;7
Christmas in August;0;Drama | Romance;ko;1998-01-24;0;97;7.4;19
Phantoms;0;Horror | Science Fiction | Thriller;en;1998-01-23;5624282;91;5.2;110
Swept from the Sea;0;Drama | Romance;en;1998-01-23;0;113;6.5;12
The Gingerbread Man;0;Thriller;en;1998-01-23;0;114;5.7;37
Slappy and the Stinkers;0;Adventure | Family;en;1998-01-23;0;78;5.6;16
The Wonderful Ice Cream Suit;0;Comedy | Fantasy | Family;en;1998-01-23;0;77;0.0;0
Tomorrow Night;0;Comedy;en;1998-01-23;0;87;7.0;2
Gods and Monsters;10000000;Drama;en;1998-01-21;6451628;105;6.8;82
Monella;0;Comedy | Romance;it;1998-01-21;0;105;4.3;42
Twilight of the Dark Master;0;Fantasy | Animation | Science Fiction | Foreign;ja;1998-01-21;0;45;5.5;2
The Prophecy II;0;Fantasy | Horror | Thriller;en;1998-01-20;0;87;5.9;49
Alien Abduction - Incident in Lake County;0;Drama | Horror | Science Fiction;en;1998-01-20;0;93;5.9;29
Fifteen and Pregnant;0;Drama;en;1998-01-19;0;96;5.1;9
Divine Trash;0;Documentary;en;1998-01-18;39842;97;7.4;13
The Peacekeeper;0;Action | Thriller;en;1998-01-18;0;98;4.3;9
Johnny Skidmarks;0;Thriller | Crime | Drama | Mystery;en;1998-01-18;0;96;5.0;1
Ruby Bridges;0;Drama | Family;en;1998-01-18;0;96;5.5;3
Who Am I?;0;Adventure | Action | Comedy | Thriller;cn;1998-01-17;0;108;6.6;178
Wicked;4000000;Thriller;en;1998-01-17;0;88;5.3;16
The Farm - Angola, USA;0;Documentary;en;1998-01-17;0;88;7.6;5
Hard Rain;70000000;Thriller;en;1998-01-16;19870567;97;5.5;181
Half Baked;8000000;Comedy | Crime;en;1998-01-16;17460020;82;6.4;179
